objid,ra,dec,petroRad_r,z,class,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,snMedian,low_z
1237650795683250319,146.365416186714,-0.343545399581245,5.046671,0.05248393,GALAXY,19.38741,17.59897,16.71058,16.18564,15.8368,18.80396,True
1237650795683250311,146.352081032659,-0.332714228931448,3.717609,0.05217639,GALAXY,18.7357,17.24859,16.49056,16.0216,15.72145,27.82041,True
1237648722828001501,149.587848876356,1.09311573929049,4.412508,0.1252315,GALAXY,19.52968,17.55491,16.49394,16.0624,15.70407,23.24888,False
1237648722827870327,149.205825976946,1.12050108519128,7.366949,0.04704995,GALAXY,18.66943,16.8495,16.00342,15.59754,15.29298,29.4121,True
1237648722827673705,148.756221483093,1.0690964999668,4.846345,0.1319097,GALAXY,20.3535,18.3311,17.32984,16.88501,16.52027,11.43272,False
1237648722291130417,149.502998437367,0.812548618740289,6.988091,0.1259033,GALAXY,20.2014,18.30348,17.33825,16.9246,16.53399,10.54932,False
1237648722291065136,149.430258049795,0.689940245360079,11.64684,0.04589036,GALAXY,17.55132,16.07058,15.32903,14.90121,14.61607,22.13749,True
1237648721754325237,149.613469902888,0.382478783209481,5.525179,0.05647835,GALAXY,18.24147,16.36091,15.51062,15.09205,14.76688,35.00988,True
1237648720141943039,145.582156551931,-0.892723307954943,5.022273,0.0983509,GALAXY,20.02221,18.13514,17.17969,16.74761,16.38009,14.93411,True
1237648720141943100,145.681099905386,-0.867224653278381,11.027,0.06759457,GALAXY,18.70333,16.72997,15.79149,15.37517,15.02602,28.13802,True
1237648721215750297,145.744712993587,-0.0763443019867312,11.85305,0.06259136,GALAXY,18.04347,16.96119,16.48829,16.13741,15.97446,16.30433,True
1237648721215750366,145.822696261104,-0.160274750492146,3.419702,0.06265516,GALAXY,19.20431,18.12646,17.59981,17.238,17.00166,13.53691,True
1237648721215815838,145.877376522395,-0.0501882157399638,4.613365,0.09099656,GALAXY,19.88917,18.29563,17.39264,16.85893,16.48972,11.22874,True
1237648721215946884,146.193300202678,-0.0388417218420254,5.059175,0.06296081,GALAXY,19.80244,17.53697,16.42223,15.90521,15.45955,23.52899,True
1237648722289557611,145.868109318099,0.829400963350654,4.007375,0.08260037,GALAXY,20.12168,18.12129,17.11116,16.61616,16.21549,17.12862,True
1237648722835669008,167.002445114567,1.20092328522237,4.665055,0.1387028,GALAXY,19.778,17.71346,16.5973,16.11117,15.71502,18.44036,False
1237648722835669095,166.969725200992,1.22803618886566,3.298401,0.07441805,GALAXY,20.01284,18.22869,17.38946,16.96876,16.67006,14.65366,True
1237650794609180882,145.686135067128,-1.24402793972475,5.922844,0.1480799,GALAXY,20.49722,18.35425,17.18549,16.7039,16.31292,13.08915,False
1237650794609246396,145.767924135807,-1.07471586922702,12.01995,0.06249849,GALAXY,17.89664,16.55894,15.91087,15.5635,15.3284,11.51886,True
1237650795146051731,145.645255228598,-0.815489479462541,4.744746,0.14551,GALAXY,20.59114,18.61152,17.50094,17.01414,16.65757,12.69702,False
1237650795146051795,145.708916807535,-0.747667879215391,3.47227,0.07156569,GALAXY,19.81733,17.91451,17.03766,16.65512,16.33071,18.34138,True
1237650795146117231,145.754114381266,-0.753376726375304,4.173087,0.09848519,GALAXY,20.24852,18.3886,17.27207,16.73409,16.27947,14.07839,True
1237650795146117247,145.759712331706,-0.813885950144194,5.173268,0.06763429,GALAXY,18.74545,16.9426,16.08219,15.61061,15.2965,31.182,True
1237650795683053709,145.905928685701,-0.3683445185045,3.467536,0.09773864,GALAXY,19.86437,17.87822,16.82998,16.34087,15.95632,23.6932,True
1237650795683184714,146.222253348606,-0.375901187288793,5.047668,0.06740563,GALAXY,18.57239,17.18364,16.38426,15.94742,15.65451,23.74206,True
1237650795683184774,146.280188386132,-0.406953109840997,3.044617,0.06335986,GALAXY,18.92301,17.1036,16.21557,15.81424,15.49273,34.94787,True
1237650796219596962,145.218778031565,0.147038968861957,8.675579,0.08318624,GALAXY,19.0127,17.50219,16.70197,16.30967,16.0058,10.5155,True
1237650796219859138,145.825165655138,0.0431777946351111,5.128165,0.1451134,GALAXY,20.32858,18.35477,17.20525,16.70494,16.27762,13.08056,False
1237650796220121207,146.347076828446,0.0754094663738096,4.085065,0.06228172,GALAXY,20.62073,18.49798,17.37679,16.85269,16.43197,11.70439,True
1237650796756533529,145.433887437417,0.564174256371872,9.115926,0.1461468,GALAXY,19.98982,18.0981,16.90623,16.35375,15.94334,10.372,False
1237650797293469823,145.544621670334,0.939369465005601,4.88495,0.08390663,GALAXY,20.1829,18.04323,16.92529,16.38822,16.00094,17.13157,True
1237651752393965792,166.938602335221,1.30183717237649,3.424081,0.1290198,GALAXY,20.38643,18.40852,17.35936,16.90482,16.54777,15.0528,False
1237651752394096744,167.232030052891,1.30714538434989,3.565297,0.08386099,GALAXY,20.35537,18.35787,17.42087,16.98924,16.6651,13.76625,True
1237651752394227839,167.479188594802,1.27038481214289,3.139639,0.06473813,GALAXY,19.60283,17.67808,16.7681,16.34606,16.03441,20.41449,True
1237651752394227913,167.537427141118,1.3133833686398,4.235612,0.1273762,GALAXY,20.00901,18.39458,17.43988,16.95256,16.58557,10.04091,False
1237651752394227948,167.5026215825,1.28289197644027,13.89963,0.06511077,GALAXY,19.05042,17.24335,16.29201,15.79346,15.35408,10.10605,True
1237651752394293402,167.55296217407,1.28230223956457,5.553197,0.0981482,GALAXY,19.02572,17.03159,16.02787,15.60747,15.25328,24.31891,True
1237651752921596015,145.793369479373,1.18567055270675,4.835554,0.06256682,GALAXY,19.83735,17.71152,16.67881,16.16741,15.75556,19.56821,True
1237651752921661579,145.850488780277,1.20352840894456,3.715484,0.06182272,GALAXY,18.84452,16.86828,15.89447,15.43987,15.06171,34.30495,True
1237651752930967727,167.220420256357,1.73472610843249,4.288998,0.1313842,GALAXY,19.93869,17.98847,16.95815,16.51101,16.17158,16.66051,False
1237651752931033245,167.311101548443,1.71900937900628,3.167064,0.1441008,GALAXY,20.91526,18.6726,17.53441,17.07836,16.72099,15.08777,False
1237651752931033268,167.338436664698,1.72600761076271,3.230254,0.09910655,GALAXY,19.2257,18.02536,17.41879,16.93778,16.75231,14.47064,True
1237651752931098677,167.512098579656,1.67134684926759,11.78929,0.1031388,GALAXY,18.86904,16.69106,15.62151,15.18231,14.82917,17.0291,False
1237651752931098725,167.413971090553,1.61555188041174,6.291265,0.182736,GALAXY,19.99965,18.28629,17.1214,16.6401,16.31075,10.18786,False
1237651752931098794,167.501874286458,1.6853223788324,3.42671,0.09023587,GALAXY,19.74101,17.99938,17.12674,16.77766,16.46815,16.75713,True
1237651752931098798,167.512137563417,1.651575471361,3.723452,0.1011403,GALAXY,19.88552,18.00595,17.01263,16.58738,16.23131,17.06349,False
1237651752931164275,167.652440169011,1.75615459584817,3.315182,0.1028983,GALAXY,20.59114,18.64542,17.69589,17.26661,16.9292,11.75064,False
1237651752931229776,167.701531971545,1.6131427251029,6.718665,0.1029404,GALAXY,19.35093,17.40357,16.36246,15.88759,15.48048,15.11716,False
1237651752931229794,167.717530873289,1.66812128277317,8.014168,0.09685551,GALAXY,19.28149,17.56439,16.59749,16.15876,15.79316,15.96097,True
1237650797293535398,145.663598882417,0.97367241833886,4.998249,0.1353705,GALAXY,18.87798,17.59862,16.8619,16.41427,16.11835,18.3569,False
1237650796220055691,146.231848537983,0.0682256095120794,14.53555,0.02160817,GALAXY,17.27764,15.12302,14.0552,13.54467,13.13062,41.37398,True
1237650796219924629,145.950183853653,0.0720527370537717,3.012061,0.1258195,GALAXY,20.89035,18.85066,17.69959,17.20279,16.77764,14.8616,False
1237650796219596986,145.251997907273,0.126486008622319,3.010925,0.1219135,GALAXY,20.84675,18.71995,17.60611,17.11392,16.70932,13.83891,False
1237650795146051733,145.647881555174,-0.77172514962061,12.30728,0.02165231,GALAXY,17.82641,16.61493,16.12896,15.89721,15.77105,13.99162,True
1237648721752555640,145.594012704541,0.309420163606019,4.461374,0.04570889,GALAXY,19.13766,17.23995,16.29899,15.78274,15.38905,22.06196,True
1237648721215881342,146.05730387255,-0.0970296857105921,4.998258,0.03673035,GALAXY,18.53085,16.5696,15.63575,15.19359,14.81316,35.05378,True
1237648721215815722,145.876483466918,-0.0110048657705028,5.008183,0.1270235,GALAXY,19.86773,17.77314,16.56558,16.07451,15.6529,21.99423,False
1237651752931229848,167.834458502474,1.65410628390839,5.676155,0.1018025,GALAXY,19.66612,17.80496,16.91442,16.51052,16.20292,15.23356,False
1237651752931295292,167.858885423531,1.66890155218029,4.526509,0.03935371,GALAXY,18.87883,17.73425,17.29428,17.02377,16.82689,10.98925,True
1237651753467838569,167.14797996168,2.12489518335486,6.247313,0.1787891,GALAXY,19.60613,17.76991,16.83726,16.36622,16.11244,13.18705,False
1237651753467838585,167.175087864473,1.96504424975818,4.688725,0.1467856,GALAXY,19.47548,17.89813,17.06413,16.60284,16.25698,13.03441,False
1237651753467969556,167.438039005498,1.98458293238372,4.473608,0.141272,GALAXY,19.92131,17.86473,16.71481,16.25148,15.85643,19.00641,False
1237651753467969608,167.446518636817,2.16977836833327,4.772576,0.08519027,GALAXY,19.37316,17.31082,16.33866,15.88643,15.53525,21.66062,True
1237651753468035245,167.58927724086,2.0346082531193,4.257866,0.156417,GALAXY,19.68652,18.11836,17.43986,17.0208,16.85801,11.15727,False
1237651753468166271,167.895078461763,2.00735297559816,4.817494,0.1334578,GALAXY,19.42822,17.49396,16.42748,15.98715,15.61454,19.85151,False
1237654028716015737,167.049294397004,1.38621443863573,4.44812,0.1419557,GALAXY,20.42619,18.63129,17.53853,17.10864,16.73665,11.98018,False
1237654028716081208,167.217322086712,1.49913041505333,4.960733,0.07515389,GALAXY,19.39466,17.51859,16.61947,16.2231,15.88756,20.72279,True
1237654028716146848,167.418596838782,1.42266535793296,4.982919,0.09689903,GALAXY,20.08568,18.31496,17.37144,16.88853,16.48123,10.3332,True
1237654028716212362,167.548232945581,1.35806881716009,4.136681,0.08370402,GALAXY,18.69711,17.74944,17.36908,17.07204,16.98929,12.79923,True
1237654028716212387,167.598381849885,1.53930185617043,7.621754,0.207593,GALAXY,21.10106,18.36931,16.9982,16.4937,16.16148,12.34109,False
1237654028716212406,167.62124345599,1.48244483148828,6.08019,0.09763516,GALAXY,18.70275,17.39662,16.77862,16.4372,16.29536,10.30657,True
1237654028716277902,167.677247822355,1.45949451823391,4.508006,0.1290782,GALAXY,20.6391,18.64086,17.54479,17.12255,16.73982,11.1209,False
1237654028716277905,167.681749949155,1.54127347958953,3.709071,0.1301525,GALAXY,20.43747,18.71118,17.7118,17.28571,16.97276,10.75837,False
1237654029252886599,167.158367146439,1.87645603613366,14.22024,0.04239549,GALAXY,16.70052,15.29258,14.57847,14.18517,13.86301,37.2408,True
1237654029252952139,167.335780235436,1.83426204098436,3.91324,0.1349772,GALAXY,20.58145,18.71463,17.64404,17.11473,16.71502,11.51865,False
1237654029252952169,167.193970304165,1.840642074209,5.592781,0.04242723,GALAXY,18.6959,17.5955,17.24063,17.00948,16.8027,12.85232,True
1237654029252952179,167.214258449324,1.80362206283198,4.932847,0.2090356,GALAXY,20.90385,18.71,17.3455,16.8257,16.42399,12.12812,False
1237654029252952205,167.223999890192,1.78048584741951,3.731286,0.1436395,GALAXY,20.85243,18.71335,17.58932,17.12533,16.7461,12.09004,False
1237654029253017753,167.462325088573,1.77888511193041,5.581419,0.2086583,GALAXY,20.81528,18.53944,17.14128,16.62603,16.31018,12.03902,False
1237654029253017768,167.465037477835,1.95533527570304,3.428246,0.1101428,GALAXY,19.70075,18.02669,17.0996,16.64293,16.28878,16.3095,False
1237654029253083197,167.518898897094,1.76093913756192,4.083,0.1009836,GALAXY,19.5833,17.69297,16.7473,16.29176,15.94828,18.12528,False
1237654029253083206,167.530142735257,1.78379492525614,4.11518,0.1312305,GALAXY,19.82718,18.17712,17.27747,16.8156,16.48033,13.05956,False
1237654029253083285,167.608869673877,1.80864003640518,6.480166,0.1037019,GALAXY,19.08117,17.60231,16.81363,16.3816,16.07,13.06073,False
1237653665797177430,153.240716894259,2.79492565031144,6.7534,0.1214534,GALAXY,19.22191,17.24793,16.14297,15.70266,15.37171,27.57888,False
1237654029253148797,167.664388835554,1.91166822880262,4.227031,0.0753652,GALAXY,18.97496,17.17341,16.38291,16.02707,15.7479,22.7678,True
1237654029253148817,167.690403942803,1.95603890040625,4.571349,0.1573373,GALAXY,20.53766,18.36312,17.20927,16.7451,16.39257,13.78187,False
1237654029789823094,167.207757420976,2.18601950851292,5.498465,0.2016544,GALAXY,20.81459,18.68948,17.384,16.88467,16.51451,12.11867,False
1237654029789888579,167.445861099025,2.18968657522688,8.45943,0.0846258,GALAXY,18.63225,17.13281,16.41698,16.01124,15.74896,11.72062,True
1237654029789888654,167.38702550201,2.26106540664357,12.06083,0.0855354,GALAXY,18.38568,16.58942,15.72422,15.29755,14.97629,22.13431,True
1237654029789954180,167.509774147281,2.22974929356107,4.624134,0.1492801,GALAXY,20.5015,18.49398,17.3762,16.93222,16.55364,12.74975,False
1237654599954202835,153.350900653912,3.19684900961845,4.363415,0.1212419,GALAXY,20.16677,17.9423,16.88329,16.43179,16.08448,20.64148,False
1237654599955578976,156.415113802311,3.13423517613421,5.496959,0.1987136,GALAXY,20.08082,18.12406,16.83029,16.32757,15.99926,13.78526,False
1237654600491073632,153.288751097275,3.48430129623141,9.355094,0.06926323,GALAXY,17.71219,16.62064,16.23866,15.92481,15.80514,15.46948,True
1237654600491073657,153.320049752677,3.50044731191634,3.678105,0.06910947,GALAXY,19.00844,17.18137,16.36933,15.98188,15.69045,32.20433,True
1237654600491532465,154.37098339826,3.65421914543268,6.103122,0.1889772,GALAXY,20.52374,18.76249,17.52419,17.0489,16.71824,11.23742,False
1237654600492515467,156.55716654976,3.6410409800212,3.30575,0.2026678,GALAXY,21.45596,19.01488,17.64143,17.12617,16.72187,11.85915,False
1237654600492580961,156.728069787347,3.61456142645628,4.246595,0.07129313,GALAXY,20.38559,18.39163,17.53095,17.11244,16.79983,10.69198,True
1237654600492646644,156.821917887301,3.77674907448425,4.835196,0.07264344,GALAXY,20.05481,18.22675,17.37772,16.94138,16.6017,11.78025,True
1237654600492646647,156.838419139009,3.61210582469434,6.823507,0.1048125,GALAXY,19.5558,17.60722,16.63044,16.13875,15.76036,12.07506,False
1237654600492646678,156.882115553699,3.66397285719727,3.967985,0.07124773,GALAXY,18.95474,16.9616,16.03075,15.60269,15.24576,27.1243,True
1237654600492646700,156.890902059548,3.75774363947839,4.81297,0.1840726,GALAXY,20.87047,18.70095,17.42261,16.91591,16.54608,10.6706,False
1237654600492646715,156.930962742984,3.68495953343409,10.1621,0.1043459,GALAXY,19.23481,17.31152,16.30146,15.85518,15.49361,13.51765,False
1237654600492646727,156.955593802726,3.68322412043418,8.770936,0.07508352,GALAXY,19.24416,17.21789,16.33038,15.917,15.62844,13.3833,True
1237654601028141097,153.703249599774,4.0212100810158,4.710248,0.1057962,GALAXY,20.22371,18.15932,17.1564,16.72626,16.36965,15.99136,False
1237654601028141299,153.701115580147,3.86859081500606,7.463502,0.08994664,GALAXY,19.31695,17.52537,16.67261,16.22893,15.90241,12.93359,True
1237654601028141334,153.719143410897,3.89127623268098,7.591347,0.08926983,GALAXY,18.76075,16.80929,15.84131,15.39193,15.01388,29.64253,True
1237654601028468953,154.473987679398,3.99720841742018,4.924875,0.1598417,GALAXY,20.12187,18.03113,16.83934,16.349,15.96548,21.18029,False
1237654601028534433,154.554183567744,4.07064568255539,5.140142,0.06194453,GALAXY,18.89953,17.65084,17.18036,16.85391,16.68681,16.36841,True
1237654601029582937,157.010389818582,4.05891129163429,8.754267,0.1043158,GALAXY,19.49934,17.55875,16.49525,16.00657,15.62439,15.44291,False
1237654601029583081,156.985304808046,4.07703494422406,3.940208,0.06626343,GALAXY,19.03333,17.96209,17.50924,17.20492,17.0151,11.01727,True
1237654602628399113,129.913369490276,3.82850791855259,5.462007,0.02667053,GALAXY,16.70836,15.73147,15.18045,14.90771,14.65053,36.50013,True
1237654604249301155,153.998602405335,3.26656097327748,8.670732,0.118614,GALAXY,18.89407,17.55793,16.86849,16.49966,16.23768,12.18457,False
1237654604250284248,156.257256356347,3.50979975515511,5.917362,0.1446142,GALAXY,19.7724,17.72742,16.54281,16.08455,15.71686,13.38567,False
1237654604250480780,156.612091633349,3.48616052634082,3.573359,0.07414299,GALAXY,19.81717,18.00338,17.16738,16.7545,16.47962,12.01465,True
1237654604250480843,156.713273409024,3.56258667664093,10.15332,0.07251127,GALAXY,18.45016,16.44623,15.53821,15.10936,14.79893,18.27137,True
1237654604786106519,153.731991909384,3.66788830650066,6.057812,0.07183854,GALAXY,19.23014,18.05295,17.57277,17.24796,17.06872,10.11202,True
1237654604786368704,154.402170534387,3.86660832919701,3.329733,0.1052111,GALAXY,20.13516,18.21181,17.21004,16.77556,16.39367,19.12157,False
1237654606386299270,129.938021405025,3.70185312254695,3.169916,0.1676693,GALAXY,19.49623,18.33286,17.74413,17.36148,17.16531,14.91629,False
1237654606386364491,130.005444323004,3.69069990444916,6.620023,0.06286501,GALAXY,18.25289,16.53645,15.74247,15.29595,14.97811,28.48828,True
1237655178159915217,145.633958192092,-1.0506018401007,5.828805,0.1432976,GALAXY,19.97784,18.20571,17.1685,16.65369,16.2591,12.2591,False
1237655368759640139,221.121953537468,56.1546549264762,3.788911,0.1160242,GALAXY,20.05264,18.25796,17.32786,16.95827,16.62436,13.6314,False
1237655368759640146,221.151332460575,56.1582080506449,3.544538,0.08043225,GALAXY,19.62804,18.22435,17.4515,17.0104,16.70751,12.06691,True
1237645943978852550,56.2134218120331,0.993558562408584,4.275141,0.1802894,GALAXY,21.23897,19.02628,17.70022,17.17322,16.7606,13.54919,False
1237648720141746448,145.196298357095,-0.879999301478019,3.086037,0.118615,GALAXY,19.865,18.27215,17.45637,17.07174,16.82843,14.41989,False
1237648720141811978,145.342040236592,-0.9063341241487,3.836116,0.1510908,GALAXY,20.6817,18.65676,17.45555,16.9859,16.58965,12.92866,False
1237648720147513563,158.390515023379,-1.04701848972061,3.717811,0.1530027,GALAXY,19.60031,18.32877,17.46491,16.99464,16.69657,11.76591,False
1237648720147579104,158.476854492568,-1.01579375974754,4.772987,0.0818151,GALAXY,18.96059,17.77918,17.24513,16.92892,16.74968,10.7868,True
1237648720147644495,158.65951508562,-0.85266978829869,5.963566,0.07378269,GALAXY,17.50784,16.45382,16.00934,15.65839,15.49459,21.33337,True
1237648720151052338,166.449834887098,-0.886045649278565,5.673716,0.04576474,GALAXY,18.27351,16.40658,15.54518,15.13496,14.80932,29.49955,True
1237648720151052406,166.371495783587,-1.03063530267277,3.004055,0.08633374,GALAXY,20.35885,18.45984,17.51294,17.09814,16.72392,13.60743,True
1237648720151117978,166.518863355112,-0.987719488092029,6.162724,0.09054341,GALAXY,19.31236,17.28536,16.27297,15.80224,15.39321,19.94517,True
1237648720151183582,166.713091929278,-0.998871966703799,8.205546,0.1128998,GALAXY,18.78704,16.80903,15.79539,15.31342,14.94918,26.09256,False
1237648720151183605,166.729841377251,-1.01112798254737,4.345629,0.1124882,GALAXY,20.05892,18.08942,17.12294,16.67502,16.31577,14.7204,False
1237648720678617276,145.224842086621,-0.548026396358345,3.365402,0.1296703,GALAXY,20.51562,18.65493,17.66912,17.213,16.83003,13.47621,False
1237648720679272634,146.629629363229,-0.465660529958573,5.894123,0.0893447,GALAXY,19.38432,17.63378,16.71201,16.23913,15.88249,16.9233,True
1237648720684712156,159.134349575559,-0.487047809055089,11.52199,0.1594188,GALAXY,19.52352,17.87073,16.73852,16.20366,15.76894,10.69305,False
1237648720688185543,167.069654896239,-0.570520229176587,6.995314,0.1569634,GALAXY,19.07226,17.3077,16.26892,15.82573,15.4951,18.62795,False
1237648720688316497,167.389081206165,-0.601426630781831,10.17385,0.0648197,GALAXY,18.34064,16.31785,15.34878,14.85411,14.49675,33.17031,True
1237648720688316571,167.280398153392,-0.493807265532362,3.798389,0.1570996,GALAXY,19.95567,18.37425,17.37427,16.90682,16.57929,15.6081,False
1237648720688316635,167.32660745326,-0.475360376037482,3.167582,0.1126211,GALAXY,20.56367,18.50209,17.50221,17.06622,16.68924,15.85835,False
1237648720688316674,167.376746289904,-0.610834411796148,6.968123,0.06514609,GALAXY,19.1644,17.21216,16.32792,15.91253,15.59378,23.4803,True
1237648721215488183,145.219041343235,-0.186176581174114,3.607838,0.1235886,GALAXY,20.66997,18.50411,17.387,16.91326,16.5622,13.26447,False
1237648721215553734,145.344331276238,-0.0169288795522361,4.895992,0.09103485,GALAXY,20.19724,18.13454,17.1548,16.69691,16.33321,15.76498,True
1237648721216143430,146.603616489947,-0.191463034874475,6.039515,0.1215208,GALAXY,18.91808,17.66467,16.97991,16.55797,16.32081,13.14614,False
1237648721221714070,159.376782974051,-0.202209816895101,3.117972,0.09639085,GALAXY,20.67845,18.74315,17.66376,17.1882,16.79679,10.72186,True
1237648721224990826,166.905730619348,-0.0272432002562754,16.19532,0.06692205,GALAXY,17.91346,15.82412,14.89913,14.47104,14.14501,29.41752,True
1237648721224990980,166.903138519711,-0.0540651058882373,3.950516,0.06623101,GALAXY,19.68218,17.7799,16.86763,16.42976,16.04929,19.60307,True
1237648721224990996,166.937060853941,-0.189239991348191,5.346785,0.06736504,GALAXY,19.22501,17.53919,16.78893,16.37535,16.10193,16.26504,True
1237648721225056444,167.011594121134,-0.0236130053739603,5.240856,0.08825613,GALAXY,19.1156,17.09661,16.14515,15.7116,15.37658,26.69742,True
1237648721225056484,167.045195278363,-0.0831906121388126,4.429217,0.06716757,GALAXY,18.84974,16.86267,15.93499,15.49356,15.12211,31.28803,True
1237648721225121921,167.117315848551,-0.180846448675408,7.250442,0.06785175,GALAXY,19.58262,17.69555,16.78392,16.30799,15.93894,12.36714,True
1237648721225121960,167.169917727425,-0.188589963432678,4.07846,0.07181782,GALAXY,19.96325,17.91582,16.99603,16.56832,16.22528,19.50783,True
1237648721225121998,167.236691251368,-0.128938540967876,7.772996,0.09014694,GALAXY,19.17409,17.18402,16.25085,15.81704,15.48259,18.7703,True
1237648721225122013,167.251436112646,-0.115695132706552,3.345614,0.07126261,GALAXY,19.58159,17.49299,16.56449,16.12404,15.76849,24.7144,True
1237648721225187568,167.333784398114,-0.115392582029258,12.87341,0.07160346,GALAXY,18.06832,16.37177,15.55489,15.16413,14.86646,17.29378,True
1237648721754456209,149.898326307334,0.345465370372063,5.269203,0.171811,GALAXY,20.56279,18.50374,17.24758,16.74745,16.3602,13.32708,False
1237648721754456298,150.029154241836,0.219381806697967,4.973337,0.1916706,GALAXY,20.80392,18.78969,17.46355,16.95111,16.6036,13.23611,False
1237648721754521762,150.069631648709,0.275633916084563,6.236558,0.08826268,GALAXY,18.85771,17.3365,16.60225,16.17563,15.9129,17.5433,True
1237655463240269900,220.947339056464,55.9984118225,8.193465,0.07725563,GALAXY,18.46446,16.85942,16.06159,15.63332,15.32967,15.88429,True
1237655463240269922,220.996556448025,55.9665218989885,8.763258,0.07592762,GALAXY,18.35061,16.31948,15.33685,14.8578,14.47311,24.74626,True
1237655463240269937,221.023435419929,55.9863283325878,3.931649,0.1144172,GALAXY,20.48526,18.37808,17.44527,17.04981,16.72268,11.68183,False
1237655463240269963,221.112893337849,55.9648707351434,4.906926,0.1505551,GALAXY,20.46866,18.34288,17.21542,16.69941,16.37581,12.64078,False
1237656567045226818,328.300986638834,-1.10683285238898,5.163794,0.1086192,GALAXY,20.39814,18.28371,17.15779,16.65274,16.25148,15.76006,False
1237656567045226931,328.31634025678,-1.05686133274181,4.156426,0.1527657,GALAXY,20.35353,18.58574,17.48315,16.92696,16.5356,10.79129,False
1237657118409949323,127.517642745558,37.6498003703342,4.943461,0.09851819,GALAXY,19.26747,17.34734,16.31841,15.81419,15.39853,24.50985,True
1237657118409949412,127.66852442989,37.6988647602751,3.141566,0.08116286,GALAXY,19.35884,18.12628,17.5112,17.12246,16.88133,14.33282,True
1237657118946361652,126.228830479932,37.2505832295849,3.267991,0.08305141,GALAXY,20.48773,18.64495,17.727,17.31143,17.00826,12.25871,True
1237657118946427191,126.384443641517,37.3207664672517,8.204435,0.08343247,GALAXY,18.46183,17.00875,16.29322,15.89315,15.62657,15.02347,True
1237657118946427276,126.442611471147,37.4345694843622,5.689938,0.1627632,GALAXY,19.50209,17.66064,16.66292,16.17475,15.8304,13.94758,False
1237657118946558210,126.743253646626,37.5577812160558,4.861122,0.06468052,GALAXY,19.48113,17.57024,16.63932,16.14545,15.75372,18.80662,True
1237657118946558236,126.698277847365,37.6266458994616,3.99535,0.0811598,GALAXY,19.45035,17.9722,17.20079,16.78223,16.50831,14.16279,True
1237657118946623758,126.772520124325,37.8114431111115,5.383636,0.2064267,GALAXY,21.24148,18.69921,17.22795,16.6581,16.26936,14.88542,False
1237657118946754741,126.961616208944,37.9407851485973,3.287739,0.08711649,GALAXY,19.57114,17.7607,16.83299,16.36853,16.02125,23.45342,True
1237657118946820272,127.141303051103,38.0110293171644,4.451355,0.2066369,GALAXY,20.85681,18.70624,17.34034,16.792,16.45321,16.25346,False
1237657118946951424,127.556054903689,38.1655253173879,3.113566,0.09752459,GALAXY,19.75752,18.16664,17.30666,16.87487,16.58147,18.35729,True
1237657189817581590,328.216549433924,-0.973048497589921,5.9919,0.07049277,GALAXY,19.43307,17.28439,16.27691,15.76026,15.41649,26.39502,True
1237657401877397651,126.62077890195,37.2889234565805,3.458702,0.1631591,GALAXY,20.82653,18.88984,17.73003,17.24148,16.9148,11.12212,False
1237657401877397743,126.598153178989,37.3252773267763,5.813796,0.1990037,GALAXY,20.6219,18.78199,17.49131,16.96567,16.66657,10.65965,False
1237657401877463232,126.730306924672,37.3635269272314,4.884637,0.1694155,GALAXY,20.50707,18.60582,17.37738,16.84868,16.50506,13.91356,False
1237657593540706558,127.469225282148,38.6923903668837,3.400544,0.1701729,GALAXY,20.09932,18.12289,17.14058,16.73565,16.42848,19.93211,False
1237657593540772058,127.46676583919,38.7282670884124,4.180147,0.1706422,GALAXY,19.75989,18.23465,17.28169,16.81433,16.45648,15.83037,False
1237657594073579819,119.358523277948,32.1880496174038,4.154044,0.1449847,GALAXY,20.48741,18.43891,17.25764,16.7582,16.35836,16.49767,False
1237657595147518321,119.099916452755,33.0239340847544,7.446377,0.08054707,GALAXY,19.01689,17.28225,16.48654,16.03547,15.73407,16.11878,True
1237657595147518415,119.02301414889,33.1819462892588,6.808912,0.1135259,GALAXY,19.36323,17.08126,15.98809,15.49656,15.04364,22.82664,False
1237657595147583932,119.22619838632,33.2183873700143,8.165675,0.06705517,GALAXY,18.88037,17.26004,16.49146,16.04424,15.71894,19.00771,True
1237657606424953049,126.739340479902,37.9381269663267,5.320343,0.06487298,GALAXY,19.12089,17.21684,16.17212,15.73984,15.4008,27.4821,True
1237648721754521800,150.107961826174,0.233560308128175,4.156692,0.2207649,GALAXY,20.99168,18.60457,17.21541,16.69844,16.28778,16.18414,False
1237648721757012168,155.843577967982,0.395004445045927,10.36076,0.09403592,GALAXY,18.96063,17.07247,16.0518,15.64387,15.4062,17.19234,True
1237648721757077638,155.883045865176,0.349157271924914,5.836581,0.09631827,GALAXY,19.07018,17.7382,17.0398,16.61937,16.34582,10.98048,True
1237648721757077706,155.979974681436,0.3610631806915,3.690733,0.09391192,GALAXY,20.20979,18.13934,17.16758,16.71264,16.35098,15.95455,True
1237648721757077755,156.029316414461,0.409284482213951,5.075364,0.1482422,GALAXY,19.2867,17.95832,17.17408,16.74475,16.41903,12.7036,False
1237648721757077761,156.029536984691,0.31237685389467,4.099339,0.09538377,GALAXY,20.01728,18.16084,17.18966,16.77148,16.38128,14.36191,True
